scene,duration_s,track_rmse_m,track_mae_m,track_p95_m,track_max_m,formation_rmse_m,formation_mae_m,formation_p95_m,formation_max_m,min_pair_distance_m
s1_hover,59.29999999999998,0.008247096640703834,0.008100906649478426,0.009812847347118493,0.017997573035139,0.009125432256902424,0.007816744188623907,0.015197973976472079,0.019217624454880955,0.9828438748095513
s2_circle,89.39999999999998,0.3840943892743409,0.38405576102631206,0.3922725964291814,0.402262976306071,0.00600562682094336,0.004657162615270191,0.012275080131574873,0.019556857706746422,0.9790592394791349
s3_reconfig,119.1,0.45445018128454306,0.44337131732412677,0.521400066013218,1.6213551755194966,0.1989753532715206,0.050240948495173694,0.27003710836964784,2.2522016513475585,0.651433119279667
s4_wind,89.0,0.4237332490252279,0.4235119650610514,0.44442254955042737,0.45808603502349166,0.010608917240666085,0.00799645801228674,0.02220205511721185,0.04863759344477281,0.9534929077179303
s5_longtime,179.29999999999995,0.38676855740441024,0.386720010383029,0.3966983150885029,0.41660992182061196,0.007353226101860403,0.005893754160996076,0.013960405177718746,0.025260088729506136,0.9768608767088929
